@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/afs/cern.ch/work/e/efol/public/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/twiss.dat' '--files=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_addDbscan/Beam1@Turn@2017_09_11@19_02_33_250_addDbscan.sdds' '--output=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Results/40cm_dbscan_after_holeInOneCleaning' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/error_deff.txt'"
@ CWD %s "/home/efol/Workspaces/Accsoft-Eclipse-Pro/lhc-app-beta-beating"
@ Date %s "21. December 2017, 14:03:12"
@ FILES %s ""
*            NAME                 S                S1                S2             X3000            X3000i            X3000r          X3000RMS        X3000PHASE     X3000PHASERMS            X3000M           X3000Mi           X3000Mr       X3000MPHASE
$              %s               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le
   "BPMYB.5L2.B1"            28.288            48.858           73.3255     3.59488672445    0.685028289809    -3.52901499059 1.48323969742e-08    0.469485414933 1.48323969742e-08               0.0               0.0               0.0                 0
   "BPMYB.4L2.B1"            48.858           73.3255          123.4825     3.53004805752   -0.718053973603     3.45624619774 1.48323969742e-08    0.967398466307 1.48323969742e-08               0.0               0.0               0.0                 0
   "BPMWI.4L2.B1"           73.3255          123.4825           161.394    0.667056270316   -0.524395252132   -0.412278652502 1.48323969742e-08    0.643960086331 1.48323969742e-08               0.0               0.0               0.0                 0
   "BPMSX.4L2.B1"          123.4825           161.394           171.328     3.57293690115     3.35282887664    -1.23467267873 1.48323969742e-08    0.306155919464 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPMS.2L2.B1"           161.394           171.328           214.518     4.52472052015    -4.50216449537   -0.451232359366 1.48323969742e-08     0.73410168447 1.48323969742e-08               0.0               0.0               0.0                 0
   "BPMSW.1L2.B1"           171.328           214.518           224.452      3.9050314757     2.71805283059      2.8038294592 1.48323969742e-08    0.122527894328 1.48323969742e-08               0.0               0.0               0.0                 0
   "BPMSW.1R2.B1"           214.518           224.452          262.3635     3.62461715938    -2.10726350524    -2.94911682908 1.48323969742e-08    0.598742622627 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPMS.2R2.B1"           224.452          262.3635          312.5965      1.7119443643     1.25427881471     1.16513439629 1.48323969742e-08    0.130861487246 1.48323969742e-08               0.0               0.0               0.0                 0
   "BPMSX.4R2.B1"          262.3635          312.5965           336.988    0.710481239604   -0.482215030318    -0.52177797612 1.48323969742e-08    0.618731647295 1.48323969742e-08               0.0               0.0               0.0                 0
   "BPMWB.4R2.B1"          312.5965           336.988           439.818    0.251320072032    0.233531160575   0.0928707469886 1.48323969742e-08    0.189759049353 1.48323969742e-08               0.0               0.0               0.0                 0
   "BPMYB.4R2.B1"           336.988           439.818           452.693    0.894072173493   -0.597412659744   -0.665179047619 1.48323969742e-08    0.616465953059 1.48323969742e-08               0.0               0.0               0.0                 0
     "BPM.6R2.B1"           439.818           452.693       494.1300106    0.865453418157    0.415625555925    0.759121213155 1.48323969742e-08   0.0797252598367 1.48323969742e-08               0.0               0.0               0.0                 0
   "BPM_A.7R2.B1"           452.693       494.1300106       533.1950212    0.260114161086   -0.146640332279   -0.214839451094 1.48323969742e-08     0.59532164939 1.48323969742e-08               0.0               0.0               0.0                 0
     "BPM.8R2.B1"       494.1300106       533.1950212       573.6580318    0.174639819531    0.170634847839   0.0371862241784 1.48323969742e-08    0.215849529337 1.48323969742e-08               0.0               0.0               0.0                 0
     "BPM.9R2.B1"       533.1950212       573.6580318       625.4967424    0.332639274911   -0.268260576507   -0.196685409489 1.48323969742e-08    0.649309947801 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.10R2.B1"       573.6580318       625.4967424       787.1172901    0.076921955618  -0.0748712478133   0.0176432283605 1.48323969742e-08    0.786832521972 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.11R2.B1"       625.4967424       787.1172901        840.565806    0.302139820209   0.0686379271907   -0.294240218031 1.48323969742e-08    0.463525901789 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.14R2.B1"       787.1172901        840.565806       894.0143219    0.357692991185   -0.339523345401    0.112552982506 1.48323969742e-08    0.800945860849 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.15R2.B1"        840.565806       894.0143219       947.4628378    0.389760861796    0.389686557011  -0.0076103004683 1.48323969742e-08    0.253107787446 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.16R2.B1"       894.0143219       947.4628378       1000.911354    0.404864954251   -0.364393111253   -0.176446285457 1.48323969742e-08    0.678230068825 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.17R2.B1"       947.4628378       1000.911354        1054.35987    0.010755201673   0.0101045626916   0.0036840434089 1.48323969742e-08    0.194357071036 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.18R2.B1"       1000.911354        1054.35987       1107.808386    0.278321587637    0.266151022848   0.0814035575507 1.48323969742e-08    0.202759718567 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.19R2.B1"        1054.35987       1107.808386       1161.256901    0.195202389549   -0.172562838964  -0.0912471341699 1.48323969742e-08    0.672586601542 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.20R2.B1"       1107.808386       1161.256901       1214.705417    0.052490166887   0.0354324825087   0.0387266936762 1.48323969742e-08    0.117934852017 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.21R2.B1"       1161.256901       1214.705417       1268.153933    0.121828847904   -0.120645747218   0.0169372919895 1.48323969742e-08    0.772198467858 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.22R2.B1"       1214.705417       1268.153933       1321.602449     0.16946545492   0.0866852396795   -0.145616653007 1.48323969742e-08    0.414541012157 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.23R2.B1"       1268.153933       1321.602449       1428.499481   0.0942606120981  -0.0183716609557   0.0924529343333 1.48323969742e-08    0.968780422759 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.24R2.B1"       1321.602449       1428.499481       1481.947997    0.137962259717  -0.0168306193815   -0.136931790894 1.48323969742e-08    0.519464493127 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.26R2.B1"       1428.499481       1481.947997       1535.396513   0.0555045135882  -0.0442728915511   0.0334762916461 1.48323969742e-08    0.853039470427 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.27R2.B1"       1481.947997       1535.396513       1588.845029     0.13575202902    0.108642346836   0.0813968909545 1.48323969742e-08     0.14766321778 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.28R2.B1"       1535.396513       1588.845029       1642.293545    0.250913651444  -0.0722051165962    -0.24029998256 1.48323969742e-08    0.546456731899 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.29R2.B1"       1588.845029       1642.293545       1802.639092   0.0123483400474   0.0116670350145 -0.00404497168059 1.48323969742e-08    0.303115216453 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.30R2.B1"       1642.293545       1802.639092       1856.087608    0.114853528613   0.0247961622793    -0.11214492129 1.48323969742e-08    0.465366753878 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.33R2.B1"       1802.639092       1856.087608       1909.536124    0.209237631794  -0.0210791227251   -0.208173142225 1.48323969742e-08    0.516060913018 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.34R2.B1"       1856.087608       1909.536124        1962.98464    0.257530435556  0.00454512654929    0.257490324211 1.48323969742e-08  0.00280905406166 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.33L3.B1"       1909.536124        1962.98464       2016.433156    0.207270868045  -0.0956481461024   -0.183882149453 1.48323969742e-08    0.576337913953 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.32L3.B1"        1962.98464       2016.433156       2069.881672    0.110292383135    0.106617750852  -0.0282323392761 1.48323969742e-08    0.291198607287 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.31L3.B1"       2016.433156       2069.881672       2123.330188    0.103325678019  -0.0591209892715   0.0847402169314 1.48323969742e-08    0.903048739899 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.30L3.B1"       2069.881672       2123.330188       2176.778704   0.0130037715331 -0.00394256827797    0.012391700023 1.48323969742e-08    0.950974738865 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.29L3.B1"       2123.330188       2176.778704        2230.22722    0.318837339809    0.270956638099   -0.168046867054 1.48323969742e-08    0.338353117358 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.28L3.B1"       2176.778704        2230.22722       2283.675735     0.44483959047   -0.352197807769    0.271733261586 1.48323969742e-08    0.854587434944 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.27L3.B1"        2230.22722       2283.675735       2337.124251    0.319458270175  -0.0497921337436    -0.31555400457 1.48323969742e-08    0.524908125483 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.26L3.B1"       2283.675735       2337.124251       2390.572767     0.37054899597    0.322900668131    0.181773807066 1.48323969742e-08    0.168397458848 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.25L3.B1"       2337.124251       2390.572767       2444.021283    0.185093347905   -0.182320380845   0.0319190564913 1.48323969742e-08     0.77758390647 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.24L3.B1"       2390.572767       2444.021283       2497.469799    0.200593661506  -0.0716127751594    -0.18737509832 1.48323969742e-08    0.558100905259 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.23L3.B1"       2444.021283       2497.469799       2550.918315    0.161384943959   -0.145891399539   0.0689985483693 1.48323969742e-08    0.820309874789 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.22L3.B1"       2497.469799       2550.918315       2604.366831    0.184309416893    0.181217193846  -0.0336197830167 1.48323969742e-08    0.279194822694 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.21L3.B1"       2550.918315       2604.366831       2657.815347    0.117344602457   0.0152055818294    0.116355257754 1.48323969742e-08   0.0206815455821 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.20L3.B1"       2604.366831       2657.815347       2711.263863    0.374073631077   -0.287628326921   -0.239167361945 1.48323969742e-08    0.639599882861 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.19L3.B1"       2657.815347       2711.263863       2764.712379    0.198216073247   0.0817785321776    0.180559916283 1.48323969742e-08   0.0676848553579 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.18L3.B1"       2711.263863       2764.712379       2818.160894    0.143835428186    0.134863634222   0.0500043054719 1.48323969742e-08    0.193489968504 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.17L3.B1"       2764.712379       2818.160894       2978.506442    0.125274823165   -0.122633661021   0.0255884056464 1.48323969742e-08     0.78273910071 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.16L3.B1"       2818.160894       2978.506442       3031.954958    0.157826565761   0.0450072546121     0.15127316977 1.48323969742e-08   0.0460248745442 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.13L3.B1"       2978.506442       3031.954958       3085.403474    0.147940471676   -0.144999581282  -0.0293513983939 1.48323969742e-08    0.718212737649 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.12L3.B1"       3031.954958       3085.403474       3138.184185    0.148094450676     0.14808433357  0.00173103208171 1.48323969742e-08    0.248139642741 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.11L3.B1"       3085.403474       3138.184185       3177.249195    0.301311066057   -0.297706581985    0.046466650096 1.48323969742e-08      0.7746424021 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.10L3.B1"       3138.184185       3177.249195       3217.712206    0.264847540185    0.261291043488  -0.0432574864621 1.48323969742e-08    0.276111724554 1.48323969742e-08               0.0               0.0               0.0                 0
     "BPM.9L3.B1"       3177.249195       3217.712206       3256.776216     0.56004747183   -0.555981719845    0.067360952345 1.48323969742e-08    0.769189172033 1.48323969742e-08               0.0               0.0               0.0                 0
     "BPM.8L3.B1"       3217.712206       3256.776216       3329.415216    0.642001579317    0.637819295955  -0.0731612845209 1.48323969742e-08     0.26817648306 1.48323969742e-08               0.0               0.0               0.0                 0
     "BPM.7L3.B1"       3256.776216       3329.415216       3371.119716    0.126562877974  0.00104532833108    0.126558561029 1.48323969742e-08  0.00131453286542 1.48323969742e-08               0.0               0.0               0.0                 0
     "BPM.6L3.B1"       3329.415216       3371.119716       3400.089716    0.875802585575   -0.614356430555   -0.624176533632 1.48323969742e-08    0.623738115786 1.48323969742e-08               0.0               0.0               0.0                 0
